སྐར་མ་ཆ་སྡོད།	གཞི་གཅིག་ལ་བརྟེན་ནས་བསྐོར་བ་བྱེད་པའི་བརྟན་སྐར་གཉིས་ཀྱིས་གྲུབ།	གྲུབ་ཚུལ།
ཚ་རྒྱུད་དུས་རླུང་གི་ནམ་ཟླ།	ཨེ་ཤ་ཡ་ཤར་ལྷོ་དང་ཨེ་ཤེ་ཡ་ལྷོ་མའི་ས་ཁུལ་མང་ཆེ་བ།	ཁྱབ་སའི་ས་ཁུལ་གཙོ་བོ།
ཁ་ཧྥི་ཁ།	ཨའོ་ཞུང་བཙན་རྒྱལ།	རྒྱལ་ཁབ།
ཁྲིད་འཇུག་གི་ནུས་རྩལ།	导入技能	རྒྱ་ཡིག་གི་མིང་།
སྲན་མའི་མེ་ཏོག	豌豆花	རྒྱ་ཡིག་གི་མིང་།
རྐན་ཕུགས།	软腭	རྒྱ་ཡིག་གི་མིང་།
བརྡ་འགྲེལ་ཁ་བྱང་	ཚན་རིག	ཨུཏྤལ་ཉེར་ལྔ
རྨ་ལྷོ་སོག་རྫོང་མི་རིགས་སློབ་འབྲིང་།	རྨ་ལྷོ་སོག་རྫོང་སློབ་གསོ་ཅུའུ།	སློབ་གཉེར་སྡེ་ཁག
གློག་ར།	电场	རྒྱ་ཡིག་གི་མིང་།
ཧོར་བ་དཀར་པོ།	ཧོར་བ་དཀར་བོ།	རིགས།
གཉན་ཡུལ་ཡུལ་ཚོ།	623300	ས་གནས་ཀྱི་སྦྲག་སྲིད་ཨང་གྲངས།
སྒྲོ་བཙེམས་མ།	སེར་པོ།	ཁ་མདོག
ཨའེ་ཏི་ཧྲེང་།	托马斯•阿尔瓦•爱迪生	རྒྱ་ཡིག་གི་མིང་།
ཨ་ཅེ་ལྷ་མོ།	Ⅳ-80	ཤུལ་བཞག་ཨང་གྲངས།
བ་ཡོལ་བཀའ་འགྱུར་རྡོ་བརྐོས་གསེར་ཞལ་མ།	རྨ་ལྷོ་ཁུལ་རྨ་ལྷོ་སོག་རྫོང་ཉིན་མཐའ་གྲོང་བརྡལ་ནས་བྱང་ཕྱོགས་སུ་ཡོད།	གནས་ཡུལ།
ཐེན་ཅིན་ཆིངས་ཡིག	ཐེན་ཅིན་ཆིངས་ཡིག	བོད་ཡིག་གི་མིང་།
དམག་འཐབ་དྲག་པོ།	激战	རྒྱ་ཡིག་གི་མིང་།
པུ་རུ་སེར།	ཁྲི107	མི་གྲངས།
མུ་མེན།	མི་བཞུ་བའི་ཁམས་ཀྱི་རིན་པོ་ཆེ།	རིགས་དབྱེ།
ལྡོང་རོས།	Realgar	ཕྱི་ཡིག་གི་མིང་།
རྩྭ་ཡུག་ལྡུམ་ཡུར།	བོད་ཡུལ།	ཡུལ།
ངང་བ།	ཁྲུང་ཁྲུང་སྡེ།	སྡེ།
སེ་ར་དགོན་པ།	ལོ་ལྟར་བོད་ཟླ12པའི་ཚེས27ཉིན་སེ་རའི་ཕུར་མཇལ་དུས་ཆེན།	དུས་མཆོད་བྱེད་སྒོ།
མི་ཕམ་སློབ་ཆུང་།	དགེ་རྒན་དང་ལས་བཟོ་བ25ཡོད།	མི་གྲངས།
མེ་ལྕེབ་འབུ་ཕྲུག	གནོད་འབུ།	རིགས་དབྱེ།
ཨ་མྱེས་རྫ་རྒན།	སྨི4469	མཚོ་འཕགས།
གསེར་ཆེན་རི་བོའི་ལབ་ཙེ།	ཆབ་ཆ་གྲོང་རྡལ་ནས་བྱང་ཕྱོགས་སུ་སྤྱི་ལེ་ཉི་ཤུ་ལྷག་གི་མཚམས་སུ་ཡོད།	གནས་ཡུལ།
བརྒྱུད་གཏོང་སྨྱན་ཆས།	TransmissionMedium	ཕྱི་ཡིག་གི་མིང་།
ནག་པོ་སྐལ་བཟང་།	མཚོ་སྔོན་མི་རིགས་སློབ་གྲྭ་ཆེན་མོ།	མཐར་ཕྱིན་སློབ་གྲྭ།
གསེར་གྱི་བྱེ་མ།	གཏེར་དངོས།	རིགས་དབྱེ།
འཇར་པན་གྱི་མི།	日本人	རྒྱ་ཡིག་གི་མིང་།
ཆའང་རིགས་ཀྱི་གཉེན་སྒྲིག་གོམས་སྲོལ།	羌族婚姻习俗	རྒྱ་ཡིག་གི་མིང་།
པང་ཁེབ་བཟོ་ཚུལ།	ཁབ་སྐུད།	རྒྱུ་ཆ།
མཁས་གྲུབ་དགེ་ལེགས་དཔལ་བཟང་།	དགེ་ལུགས་པ།	གྲུབ་མཐའ།
ཧྥེ་ཧྲུའེ་དམག་འཐབ།	ཅིན་རྒྱལ་རབས་ལ་རྒྱལ་ཁ་ཐོབ་པ།	མཇུག་འབྲས།
ཁྲུང་ཆིང་གྲོང་ཁྱེར།	བྱེ་བ་གཉིས་དང་ས་ཡ་དགུ།དགུ་འབུམ་ཆིག་ཁྲི་དང་གྲངས་ཆུང་བཞི།（སྤྱི་ལོ2014ལོ）	མི་གྲངས།
དྭགས་པོ་བསོད་ནམས་རིན་ཆེན།	སྤྱི་ལོ1079ལོ།	འཁྲུངས་ལོ།
ནག་མོ་ཁོལ།	བྲམ་ཟེའི་རིགས།	རིགས།
ཤེས་རབ་རྒྱལ་མཚན།	སྤྱི་ལོ（1356—1415）	འཁྲུངས་འདས་ལོ་ཚིགས།
སྐད་ཡིག	languageandliterature	ཕྱི་ཡིག་གི་མིང་
Dota2	སྤྱི་ལོ2013ལོའི་ཟླ7པའི་ཚེས9ཉིན།	འགྲེམ་སྤེལ་གྱི་དུས།
མཛོ།	སྲོག་ཆགས་ཁམས།	ཁམས།
འཚོ་རྒྱུ།	སྲོག་འཚོ་བའི་དངོས་པོ།	ནང་དོན།
འཛེམ་བག་མེ་ཏོག	སོ་བཏུམས་རྩི་ཤིང་སྒོ	སྒོ
དཔལ་ལྡན།	བོད་རིགས།	མི་རིགས།
དྲོད་མ་གྲང་རྒྱུད་ཀྱི་ལོ་མ་ཕྲ་རིགས་ནགས་ཚལ་གྱི་ནམ་ཟླ།	གླིང་སྣེ་ཕལ་བའི་སྐམ་ས་ཆེན་པོའི་ནམ་ཟླ།	མིང་གཞན།
བཅུ་དཔོན།	班长	རྒྱ་ཡིག་གི་མིང་།
ཐོར་བའི་ནད་དུག	Poxviruses	ཕྱི་ཡིག་གི་མིང་།
བརྡ་མཚོན་རིག་པ།	Semiotics	ཕྱི་ཡིག་གི་མིང་།
རྡོ་སྤལ་གསེར་གཞོང་གི་མདའ་ཚན་མགོན་པོའི་སྐུ་ཁང་།	ཆོས་ལུགས་གནའ་ཤུལ།	རིགས་དབྱེ།
ཧྲི་ཕའོ་སྐར་རྡོའི་གཞུས་ཀོང་།	湿婆陨石坑	རྒྱ་ཡིག་གི་མིང་།
རོང་ལོ་ཙཱ་བ་ཆོས་བཟང་།	སྤྱི་ལོ（1002—1062）	འཁྲུངས་འདས་ལོ་ཚིགས།
པོ་སི་ཏེང།	དམངས་གཉེར་ཁེ་ལས།	ཀུང་ཟིའི་རྣམ་པ།
ཐང་རྒྱལ་རབས།	སྤྱི་ལེ་གྲུ་བཞི་མ1237	མངའ་ཁོངས་རྒྱ་ཁྱོན།
སེམས་མེད་རབ་རྟོག	无知浪漫	རྒྱ་ཡིག་གི་མིང་
འབུམ་ཁུར་དགོན་པ།	ཐང་རྒྱལ་རབས།	དུས་སྐབས།
ཧྥིན་ཆང་།	འོད་མི་རྒྱག་ས་དང་བརླན་བཤེར་མེད་ས།རླུང་རྒྱུ་ས།	གསོག་གཉེར་ཐབས་ལམ།
ཐུའོ་མཱ་སི．ཕིན་ཆན།	ཨ་རིའི་རྒྱལ་ཡོངས་དཔེ་དེབ་བྱ་དགའ་དང་ཧའོ་ཝེ་ཨེར་སིའི་བྱ་དགའ་སོགས་ཐོབ་མྱོང་།	བྱས་རྗེས་གཙོ་བོ།
ཆུ་སེར་གྱི་ནད།	ཐོར་བུའི་ནད།	རིགས་དབྱེ།
གསེར་ཉ།	赛尔娘	རྒྱ་ཡིག་གི་མིང་།
འདུལ་བའི་མཐའ་དཔྱོད།	ཀུན་མཁྱེན་འཇམ་དབྱངས་བཞད་པ།	རྩོམ་པ་པོ།
ཡ་ཧུའུ་ཡིག་སྒམ།	འཛམ་གླིང་གི་ཡིག་སྒམ་ཨང་དང་པོའི་སྤུས་རྟགས།	སྤྱི་ཚོགས་ཀྱི་གོ་གནས།
དབྱིག་གཉེན།	《མདོ་སྡེ་རྒྱན་གྱི་འགྲེལ་བ》	འཐུས་ཚབ་བརྩམས་ཆོས།
མཉམ་འགྲོ་ཐིག	parallelline	ཕྱི་ཡིག་གི་མིང་།
དམར་གྲོལ་བར་མའི་ཆུ།	དམར་གྲོལ་བར་མའི་རི་ནས་འབབ།	འགོ་ཁུངས།
ནང་འཇུག་ཕྱིར་གཏོང་སྒྲིག་ཆས།	I/ODevice	ཕྱི་ཡིག་གི་མིང་།
གནམ་གྲུ་ཐང་།	དམངས་སྤྱོད།དམག་སྤྱོད།དེ་ལས་གཞན་པ།	རིགས་དབྱེ།
ཐུགས་ཆེན་ལྷ་ཁང་ཐུགས་སེམས་རིན་ཆེན་གླིང་།	ཆོས་ལུགས་གནའ་ཤུལ།	རིགས་དབྱེ།
མི་ལ་རས་པ།	སྒྲུབ་བརྒྱུད་ཀྱི་བསྟན་པའི་སྲོལ་བཙུགས་པ་དང་།ལྷོ་བྲག་སྲས་མཁར་དགུ་ཐོག་བཞེངས་པ།ཉམས་མགུར་བརྩམས་པ་སོགས།	མཛད་རྗེས་གཙོ་བོ།
སྐར་མ་ཞོན་ཡོན་བཅུ་བཞི་བ།	+11°58′02.7″	འཕྲེད་ཐིག
འུག་པ།	EagleOwl	ཕྱི་ཡིག་གི་མིང་།
རམས།	Lndigo	ཕྱི་ཡིག་གི་མིང་།
བྲག་དཀར་ཆུ་ཁོལ།	མགོ་མང་གཞོངས་གྲོང་རྡལ་སྲིད་གཞུང་གི་ཤར་ཕྱོགས་ན་ཡོད།	གནས་ཡུལ།
ཆུ་འཁོར་གླིང་དགོན།	青柯寺	རྒྱ་ཡིག་གི་མིང་།
དུང་དཀར།	dungdkar	ལ་ཏིང་གི་མིང་།
དབང་མོ	པེ་ཅིང་ཁྲེན་ལི་ཆན་ཏའེ་རིག་གནས་སྨྱན་སྦྱོར་ཚད་ཡོད་ཀུང་ཟི།	བདག་གཉེར་ཀུང་ཟི།
དངུལ་རྩ་རིག་པ།	རིན་ཐང་རྡར་ཤ་གཅོད་པ་དང་རིན་ཐང་ཆོས་ཉིད་ལ་ཞིབ་འཇུག་བྱེད་པའི་རིག་ཚན།	ངོ་བོ།
ཆུ་མིག་ཀླུ་ཉལ།	སུམ་མདོ་ཡུལ་ཚོའི་བྱང་ཕྱོགས་སུ་ཡོད།	གནས་ཡུལ།
རྒྱུད་ཁོངས་ཀྱི་མཚན་ཉིད།	གནད་དོན་མཚན་ཉིད།ལག་བསྟར་རང་བཞིན་གྱི་ཞིབ་འཇུག་དང་དགོས་མཁོའི་དབྱེ་ཞིབ།	ཁག་གསུམ།
ཆོས་རྗེ་དགོན།	ཆོས་རྗེ་དགོན།	བོད་ཡིག་གི་མིང་།
གཡས་རུ་བ་གོར་དབེན་ས་ཁ།	རྗེ་བཙུན་གཡུང་དྲུང་བླ་མ།	ཕྱག་འདེབས་མཁན།
ལུའོ་མན་ལུའོ་ལན།	བསམ་བློ་བ།རྩོམ་རིག་པ།རོལ་མོ་དཔྱད་བརྗོད་པ།	ལས་རིགས།
ཨ་སྐུང་སྔགས་ཁང་གསང་སྔགས་དར་རྒྱས་གླིང་།	阿什贡俄康密宗兴法岭	རྒྱ་ཡིག་གི་མིང་།
ཨ་སྐྱོང་ཁྲ་ཚོགས་དགོན།	མཚོ་སྔོན་ཞིང་ཆེན་མགོ་ལོག་ཁུལ།	གནས་ཡུལ།
ཨ་རབ་ཀྱི་མི།	ཨ་རབ་སྐད།	སྐད་རིགས།
ཐིའུ་བཀླུབས་མེ་ཏོག	郁金香	རྒྱ་ཡིག་གི་མིང་།
ལ་ཕུག་གདུས་རུལ།	牛排罗卜煲	རྒྱ་ཡིག་གི་མིང་།
རིང་ཚད།	长度	རྒྱ་ཡིག་གི་མིང་།
ཕྲ་མོའི་རྒྱན།	隐微修饰法	རྒྱ་ཡིག་གི་མིང་།
སྐར་མ་ལག་དང་པོ།	27/19/16	སྤུས་ཚད།
དྲན་རྡོག་ཁ་ཚ།	凉拌牛心	རྒྱ་ཡིག་གི་མིང་།
ཁྲག་འཛག	haemorrhagicfeverwithrenalsyndrome	ཕྱི་ཡིག་གི་མིང་
སྐལ་བཟང་།	སྤྱི་ལོ1948	འཁྲུངས་ལོ།
སྲུབ་མདའ།	活塞	རྒྱ་ཡིག་གི་མིང་།
ཨ་མདོ་བརྙན་འཕྲིན།	མཚོ་སྔོན་ཟི་ལིང་གྲོང་ཁྱེར།	གནས་ཡུལ།
ཁྭ་ཏ།	ཁྭ་ཏ་ཚན།	ཚན།
པའེ་ཞི་ཡུལ་ཚོ།	མའོ་རྫོང་།	ཁོངས་གཏོགས་ས་ཁུལ།
ཧུ་ལུས་ཐིང་།	སྤྱི་ལོ(1903-1999.4.27)	འཁྲུངས་འདས་ལོ་ཚིགས།
ཞུ་ཁུའི་སྐྱུར་བུལ་ཚད།	酸碱度	རྒྱ་ཡིག་གི་མིང་།
སྐལ་བཟང་རྒྱ་མཚོའི་བཞུགས་ཁྲི།	སྨི3498ཡོད།	མཚོ་འཕགས།
ནའོ་ཀན་ཁོའུ་པུའུ།	瑙干扣布	རྒྱ་ཡིག་གི་མིང་།
ཚོང་རའི་དཔལ་འབྱོར་ལམ་ལུགས།	ཚོང་ར།	གཙོ་གཞི།
སྤྱང་ལྕེ་བཅུ་གསུམ།	十三味狼舌丸	རྒྱ་ཡིག་གི་མིང་།
ཧ་ལོའི་མེ་ཏོག	ལོ་མ་ཟུང་ལྡན་གྱི་རྩི་ཤིང་སྐོར	སྐོར
མཚོ་སྔོན་པོའི་གསེར་ཉ།	གསེར་ཉ།	མིང་གཞན།
ཤེར་བསྟན།	སྤྱི་ལོ1982ལོའི་ཟླ3པའི་ཚེས8ཉིན།	སྐྱེས་སྐར།
རྡེབ་གྲུག	Volleyball	ཕྱི་ཡིག་གི་མིང་
ཀོང་སྤྲུལ་ཡོན་ཏན་རྒྱ་མཚོའི་རྣམ་ཐར།	《工珠•云丹嘉措传》	རྒྱ་ཡིག་གི་མིང་།
ཕུ་བོས་ནུ་བོར་བཏམས་ཤིང་བསྟན་པའི་མདོ།	ལོ་རྒྱུས།	ཁོངས་གཏོགས།
ཀྲུང་ཧྭ་མི་དམངས་སྤྱི་མཐུན་རྒྱལ་ཁབ་ཀྱི་དྲ་བའི་བདེ་འཇགས་བཅའ་ཁྲིམས།	2017ལོའི་ཟླ6པའི་ཚེས1ཉིན།	ལག་བསྟར་དུས་ཚོད།
རྣག་གཟན།	འཚོ་བའི་ཡོ་བྱད་བཅུ་གསུམ་གྱི་ནང་གསེས།	ཁོངས་གཏོགས།
གཡུ།	绿松石	རྒྱ་ཡིག་གི་མིང་།
ཀཾ་པ་ལ།	ལ་ཝ་པ།	བོད་སྐད།
ཁྲི་ལྡེ་སྲོང་བཙན་གྱི་བང་སོའི་རྡོ་རིང་གི་ཡི་གེ	ལོ་ཙཱའི་གཞུང་ལུགས་ཆེན་མོ་སྒྲ་སྦྱོར་བམ་གཉིས་བསྒྲིགས་པ་སོགས།	མཛད་རྗེས།
བོགས་མར་གཏོང་ལེན་སྐོར་གྱི་གན་རྒྱ།	བོགས་མར་གཏོང་ལེན་གྱི་དངོས་པོའི་བཀོལ་སྤྱོད་ཕན་དབང་སྤོ་འགྱུར་བྱེད་པའི་གན་རྒྱ་ཡིན།	གསལ་བཤད།
སྲིབས་ཁྲི་བཙན་པོ།	师赤赞布	རྒྱ་ཡིག་གི་མིང་།
རྩིས་འཁོར་ཚན་རིག	计算机科学	རྒྱ་ཡིག་གི་མིང་
ཁུ་བྱུག	ཁུ་བྱུག་ཚན།	ཚན།
མེང་ཏི་ཨེར།	གནམ་བདག་ཆོས་ལུགས།	དད་མོས།
ཝ་ཐི།	Watt	ཕྱི་ཡིག་གི་མིང་།
ཏིལ་བསྲེས་ཚག་ཤ	牛肉炒芝麻	རྒྱ་ཡིག་གི་མིང་།
མིག	eye	ཕྱི་ཡིག་གི་མིང་།
གངས་བྱིའུ།	雪雀	རྒྱ་ཡིག་གི་མིང་།
ས་བོན།	རྩི་ཤིང་ཁམས།	ཁམས།
རྩོམ་དངོས།	རྩོམ་དངོས།	རིགས་དབྱེ།
P•T•1115	ཡིག་ཆ།	རིགས་དབྱེ།
ཡི་དམ།	བོད་རིགས།	མི་རིགས།
འོམ་བུའི་ཨ་ནུ་དཔའ་སེང་།	བྱ་ནག་ལྡིང་རྫོང་།	མཁར་རྫོང་།
ལག་འཁྱེར་གློག་ཀླད།	སྤྱི་རྒྱ1-3	ལྗིད་ཚད།
ལུག་མཉེ་མེ་ཏོག	ལོ་མ་ཟུང་ལྡན་གྱི་རྩི་ཤིང་སྐོར།	སྐོར།
སན་ལན་ཆུ་མཛོད།	མདའ་བཞི་རྫོང་དངུལ་ཐང་ཡུལ་ཚོ་སན་ལན་སྡེ་བའི་ཝང་ཧྲོས་ཧྲེ་ཡི་ལྷོ་ཕྱོགས་སུ་ཡོད།	གནས་ཡུལ།
ཧྲི་ཅ་པའོ་ཡུལ་ཚོ།	ཚ་རྒྱས་དུས་རླུང་གི་གནམ་གཤིས།	གནམ་གཤིས་ཆ་རྐྱེན།
ཁྲི་ཆེན་འཇམ་དབྱངས་ཤེས་རབ་ལེགས་པའི་བློ་གྲོས།	བོད་རང་སྐྱོང་ལྗོངས་ལྷོ་ཁ་ས་ཁུལ།	འཁྲུངས་ཡུལ།
སྤྱང་ཀི	ཤ་གཟན་གྱི་སྡེ	སྡེ
ཨ་མྱེས་ཁུ་ཇོ།	སྨི4008	མཚོ་འཕགས།
ཇོ་རུའི་ཞབས་རྗེས།	གནའ་ཤུལ་གྲགས་ཅན།	རིགས་དབྱེ།
ཨ་ཤོ་པ་ཏྲ།	འབྲས་བུ།	སྨན་དུ་སྦྱར་བྱ།
མཆན་ཁུང་།	腋窝	རྒྱ་ཡིག་གི་མིང་།
འབྲས་སྤུངས་དགོན་པ།	འཇམ་དབྱངས་ཆོས་རྗེ་བཀྲ་ཤིས་དཔལ་ལྡན།	བཞེངས་མཁན།
ཆུ་ཁོལ་གོང་མ།	曲库贡玛	རྒྱ་ཡིག་གི་མིང་།
ཝ་ཐི་གན་རྟེན་རྫས་བཤམས་མཛོད་ཁང་།	TheVaticanMuseum	ཕྱི་ཡིག་གི་མིང་།
ལྷུན་གྲུབ་དགེ་འཕེལ་གླིང་།	མཚོ་ནུབ་ཁུལ་ཐེམ་ཆེན་རྫོང་ཅོང་ཆུ་གྲོང་རྡལ།	གནས་ཡུལ།
མཉས་འདུས་འགུལ་སྐྱོད།	复合运动	རྒྱ་ཡིག་གི་མིང་།
ཐའོ་མ་སི།	托马斯	རྒྱ་ཡིག་གི་མིང་།
སྐྱང་སྤྲུལ་དྲི་མེད་འོད་ཟེར་གྱི་གསུང་འབུམ།	ཀྲུང་གོའི་བོད་རིག་པ་དཔེ་སྐྲུན་ཁང་།	དཔེ་སྐྲུན་ཁང་།
མཆིན་ནད་ཁ་ལུད།	肝咳	རྒྱ་ཡིག་གི་མིང་།
དེ་ཕོ།	བྱ་དེ་སྡེ།	སྡེ།
སྟར་ཀ	སྟར་ཀའི་ཚན།	ཚན།
སྨར་ཁམས་དགོན་ཚོགས་གཉིས་འཕེལ་རྒྱས་གླིང་།	མཚོ་ལྷོ་བོད་རིགས་རང་སྐྱོང་ཁུལ་མང་རྫོང་།	གནས་ཡུལ།
འཇར་མན་བཙན་རྒྱལ།	德意志帝国	རྒྱ་ཡིག་གི་མིང་།
གསའ།	སྲོག་ཆགས་ཁམས།	ཁམས།
ཧྲི་ཐུ་ལའོ་སི།	ཨོ་སི་ཁྲུ་རི་ཡ།	རྒྱལ་ཁབ།
བཀའ་ཤག་ཐུགས་སྤྲོའི་དུས་བཟང་།	བཀའ་ཤག་ཐུགས་སྤྲོ།	རྣམ་པ།
ཤིང་ཕོར།	ཅ་ནེ།	མིང་གཞན།
ཚོང་རུ་ཡུལ་ཚོ།	川U	འཁོར་རྟགས་ཀྱི་ཚབ་རྟགས།
ཁྲི་སྨོན་ཡུལ་ཚོ།	སི་ཁྲོན་ཞིང་ཆེན་རྔ་བ་བོད་རིགས་ཆའང་རིགས་རང་སྐྱོང་ཁུལ་ཟུང་ཆུ་རྫོང་།	སྲིད་འཛིན་ས་ཁོངས།
གཏེར་སྟོན་ཨུ་རྒྱན་གླིང་བ།	སྤྱི་ལོ1323	འཁྲུངས་ལོ།
སུམ་ཆེན།	།sumchen	ལ་ཏིང་གི་མིང་
ནུ་ཏོག་སྐྲན་གྱི་ནད་དུག	乳头瘤病毒	རྒྱ་ཡིག་གི་མིང་།
དཔའ་རིས་བློ་བཟང་རབ་གསལ།	《བསྡུས་གྲྭའི་རྩ་ཚིག་དྭངས་གསལ་མེ་ལོང》	འཐུས་ཚབ་བརྩམས་ཆོས།
ཞུ་ཆེན་ཚུལ་ཁྲིམས་རིན་ཆེན།	སྤྱི་ལོ(1697-1774)	འཁྲུངས་འདས་ལོ།
མེ་ཏོག་དྲི་ལྡན།	གསེར་སྤོས།	མིང་གཞན།
ཆུ་བཟང་རྫ་དཀར།	འབའ་ལུང་ཡུལ་ཚོ་སྲིད་གཞུང་གི་ནུབ་བྱང་ཕྱོགས་སུ་ཡོད།	གནས་ཡུལ།
